object_id,public_caption,img_title,original_image_url,caption,is_oasc,gcs_url,object_number,is_highlight,is_public_domain,department,object_name,obj_title,culture,period,dynasty,reign,portfolio,artist_role,artist_prefix,artist_display_name,artist_display_bio,artist_suffix,artist_alpha_sort,artist_nationality,artist_begin_date,artist_end_date,object_date,object_begin_date,object_end_date,medium,dimensions,credit_line,geography_type,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rights_and_reproduction,link_resource,metadata_date,repository
436971,,,http://images.metmuseum.org/CRDImages/ep/original/ep36.162.2.bw.R.jpg,Overall,TRUE,gs://gcs-public-data--met/436971/0.jpg,36.162.2,FALSE,TRUE,European Paintings,Painting,The Flood Gate,,,,,,Artist,,Ã‰mile van Marcke,"French, SÃ¨vres 1827â€“1890 HyÃ¨res",,"Marcke, Ã‰mile van",Belgian,1827,1890,,1847,1890,Oil on canvas,24 1/2 x 32 1/2 in. (62.2 x 82.6 cm),"Bequest of Susan P. Colgate, in memory of her husband, Romulus R. Colgate, 1936",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436971,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
70420,Detail; front,,http://images.metmuseum.org/CRDImages/as/original/DP369019.jpg,Detail,TRUE,gs://gcs-public-data--met/70420/2.jpg,66.122.26,FALSE,TRUE,Asian Art,Piece,,Japan,,,,,,,,,,,,,,19th century,1800,1899,Ramie,23 3/4 x 13 in. (60.33 x 33.02 cm),"Seymour Fund, 1966",,,,,,,,,,,,Textiles-Painted and Printed,,http://www.metmuseum.org/art/collection/search/70420,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
70423,,,http://images.metmuseum.org/CRDImages/as/original/185533.jpg,,TRUE,gs://gcs-public-data--met/70423/0.jpg,66.122.29,FALSE,TRUE,Asian Art,Piece,,Japan (Shiga),,,,,,,,,,,,,,19th century,1800,1899,Hemp,16 1/4 x 10 in. (41.27 x 25.40 cm),"Seymour Fund, 1966",,,,,,,,,,,,Textiles-Painted and Printed,,http://www.metmuseum.org/art/collection/search/70423,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
73261,,,http://images.metmuseum.org/CRDImages/as/original/DP146534.jpg,,TRUE,gs://gcs-public-data--met/73261/0.jpg,2006.451,FALSE,TRUE,Asian Art,Painting,,"India (Rajasthan, Mewar)",,,,,Artist,Attributed to,Chokha,"Indian, active 1799â€“ca. 1826",,Chokha,Indian,1799,1826,ca. 1800â€“10,1800,1810,"Opaque watercolor, ink and gold on paper",Image: 11 1/2 x 14 7/8 in. (29.2 x 37.8 cm) Page: 12 3/16 x 15 15/16 in. (31 x 40.5 cm),"Purchase, Friends of Asian Art Gifts, 2006",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/73261,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51402,,,http://images.metmuseum.org/CRDImages/as/original/DP153547.jpg,,TRUE,gs://gcs-public-data--met/51402/0.jpg,13.100.121,FALSE,TRUE,Asian Art,Fan mounted as an album leaf,,China,Ming (1368â€“1644) or Qing dynasty (1644â€“1911),,,,Artist,,Unidentified Artist,,,Unidentified Artist,,,,,1368,1911,Fan mounted as an album leaf; ink and color on silk,Image: 8 7/8 Ã— 8 7/8 in. (22.5 Ã— 22.5 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51402,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51499,,,http://images.metmuseum.org/CRDImages/as/original/DP154412.jpg,,TRUE,gs://gcs-public-data--met/51499/0.jpg,13.220.99f,FALSE,TRUE,Asian Art,Album leaf,,China,Qing dynasty (1644â€“1911),,,,Artist|Artist,After,Wang Yuan|Unidentified Artist,"Chinese, ca. 1280â€“after 1349",,Wang Yuan|Unidentified Artist,Chinese,1270,1359,,1644,1911,Album leaf; ink and color on silk,19 3/4 x 12 3/8 in. (50.2 x 31.4 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51499,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
53580,,,http://images.metmuseum.org/CRDImages/as/original/DP154523.jpg,,TRUE,gs://gcs-public-data--met/53580/0.jpg,46.63.8,FALSE,TRUE,Asian Art,Album leaf,,China,Qing dynasty (1644â€“1911),,,,Artist,,Unidentified Artist,,,Unidentified Artist,,,,,1644,1911,Album leaf; color on silk,4 3/4 x 14 5/8 in. (12.1 x 37.1 cm),"Gift of Mrs. Carlo Foa, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53580,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
74691,,,http://images.metmuseum.org/CRDImages/as/original/DP166101.jpg,,TRUE,gs://gcs-public-data--met/74691/0.jpg,2008.359.34,FALSE,TRUE,Asian Art,Painting,,"India (Pahari Hills, Kangra or Guler)",,,,,,,,,,,,,,ca. 1800,1790,1810,"Ink, wash ,and translucent watercolor on paper",Image (sight): 6 1/2 x 8 3/4 in. (16.5 x 22.2 cm) Framed: 16 x 20 in. (40.6 x 50.8 cm),"Gift of Subhash Kapoor, in memory of his parents, Smt Shashi Kanta and Shree Parshotam Ram Kapoor, 2008",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/74691,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
57202,,,http://images.metmuseum.org/CRDImages/as/original/DP205539.jpg,,TRUE,gs://gcs-public-data--met/57202/0.jpg,36.100.117,FALSE,TRUE,Asian Art,Album leaf,,Japan,Edo period (1615â€“1868),,,,Artist,,Shibata Zeshin,"Japanese, 1807â€“1891",,Shibata Zeshin,Japanese,1807,1891,,1807,1868,Album leaf; lacquer on silver paper,4 3/4 x 3 1/2 in. (12.1 x 8.9 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57202,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
57211,,,http://images.metmuseum.org/CRDImages/as/original/DP205548.jpg,,TRUE,gs://gcs-public-data--met/57211/0.jpg,36.100.126,FALSE,TRUE,Asian Art,Album leaf,,Japan,Edo period (1615â€“1868),,,,Artist,,Shibata Zeshin,"Japanese, 1807â€“1891",,Shibata Zeshin,Japanese,1807,1891,,1807,1868,Album leaf; lacquer on paper,4 1/2 x 3 1/2 in. (11.4 x 8.9 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57211,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
54712,,,http://images.metmuseum.org/CRDImages/as/original/DP211857.jpg,,TRUE,gs://gcs-public-data--met/54712/0.jpg,14.76.61.69,FALSE,TRUE,Asian Art,Album leaf,,Japan,Meiji period (1868â€“1912),,,,Artist,,Okada Baison,"Japanese, 1864â€“1913",,Okada Baison,Japanese,1864,1913,ca. 1891â€“92,1891,1892,Album leaf; ink and color on silk,14 3/4 x 11 1/2 in. (37.5 x 29.2 cm),"Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/54712,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
45632,,,http://images.metmuseum.org/CRDImages/as/original/51_60_150114.jpg,,TRUE,gs://gcs-public-data--met/45632/0.jpg,51.6,FALSE,TRUE,Asian Art,Disk,,Japan,Edo period (1615â€“1868),,,,,,,,,,,,,,1615,1868,"Color, gold, and lacquer on clay",4 x 3 9/16 in. (10.2 x 9 cm),"Rogers Fund, 1951",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/45632,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51776,,,http://images.metmuseum.org/CRDImages/as/original/DP154526.jpg,leaf a,TRUE,gs://gcs-public-data--met/51776/0.jpg,52.177.1,FALSE,TRUE,Asian Art,Album,,China,Qing dynasty (1644â€“1911),,,,Artist,,Bi Chang,,,Bi Chang,,,,18thâ€“19th century,1700,1899,Album with ten leaves (eight paintings and two title leaves); ink and color on paper,Album: 18 7/8 x 17 13/16 in. (47.9 x 45.2 cm) Painting(s): 15 5/8 x 6 in. (39.7 x 15.2 cm),"Bequest of Katherine S. Dreier, 1952",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51776,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
438015,,,http://images.metmuseum.org/CRDImages/ep/original/DT1945.jpg,Overall,TRUE,gs://gcs-public-data--met/438015/0.jpg,2002.62.3,FALSE,TRUE,European Paintings,Painting,"Gray Weather, Grande Jatte",,,,,,Artist,,Georges Seurat,"French, Paris 1859â€“1891 Paris",,"Seurat, Georges",French,1859,1891,ca. 1886â€“88,1886,1888,Oil on canvas,27 3/4 x 34 in. (70.5 x 86.4 cm),"The Walter H. and Leonore Annenberg Collection, Gift of Walter H. and Leonore Annenberg, 2002, Bequest of Walter H. Annenberg, 2002",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438015,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
435997,,,http://images.metmuseum.org/CRDImages/ep/original/DT11964.jpg,Overall,TRUE,gs://gcs-public-data--met/435997/0.jpg,87.15.134,FALSE,TRUE,European Paintings,Painting,The Storm,,,,,,Artist,,Pierre-Auguste Cot,"French, BÃ©darieux 1837â€“1883 Paris",,"Cot, Pierre-Auguste",French,1837,1883,1880,1880,1880,Oil on canvas,92 1/4 x 61 3/4 in. (234.3 x 156.8 cm),"Catharine Lorillard Wolfe Collection, Bequest of Catharine Lorillard Wolfe, 1887",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435997,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
438389,,,http://images.metmuseum.org/CRDImages/ep/original/DP135222.jpg,Overall,TRUE,gs://gcs-public-data--met/438389/0.jpg,1999.101,FALSE,TRUE,European Paintings,Painting,"Madame Jacques-Louis-Ã‰tienne Reizet (Colette-DÃ©sirÃ©e-ThÃ©rÃ¨se Godefroy, 1782â€“1850)",,,,,,Artist,,Anne Louis Girodet-Trioson,"French, Montargis 1767â€“1824 Paris",,"Girodet-Trioson, Anne Louis",French,1767,1824,1823,1823,1823,Oil on canvas,23 3/4 x 19 1/2 in. (60.3 x 49.5 cm),"Purchase, Gifts of Joanne Toor Cummings, Mr. and Mrs. Richard Rodgers, Raymonde Paul, and Estate of Dorothy Lichtensteiger, by exchange, 1999",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438389,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
440723,,,http://images.metmuseum.org/CRDImages/ep/original/DP243839.jpg,Overall,TRUE,gs://gcs-public-data--met/440723/0.jpg,2008.547.1,TRUE,TRUE,European Paintings,Painting,Bashi-Bazouk,,,,,,Artist,,Jean-LÃ©on GÃ©rÃ´me,"French, Vesoul 1824â€“1904 Paris",,"GÃ©rÃ´me, Jean-LÃ©on",French,1824,1904,1868â€“69,1868,1869,Oil on canvas,31 3/4 x 26 in. (80.6 x 66 cm),"Gift of Mrs. Charles Wrightsman, 2008",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/440723,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
435687,,,http://images.metmuseum.org/CRDImages/ep/original/DP-1420-01.jpg,Overall,TRUE,gs://gcs-public-data--met/435687/0.jpg,1976.100.3,FALSE,TRUE,European Paintings,Painting,Portrait of a Man,,,,,,Artist,,Louis LÃ©opold Boilly,"French, La BassÃ©e 1761â€“1845 Paris",,"Boilly, Louis LÃ©opold",French,1761,1845,,1781,1845,Oil on canvas,8 3/4 x 6 7/8 in. (22.2 x 17.5 cm),"Bequest of Harry G. Sperling, 1971",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435687,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437494,,,http://images.metmuseum.org/CRDImages/ep/original/ep07.245.1.bw.R.jpg,Overall,TRUE,gs://gcs-public-data--met/437494/0.jpg,07.245.1,FALSE,TRUE,European Paintings,Painting,"Friedrich I (1460â€“1536), Margrave of Brandenburg-Ansbach",,,,,,Artist,Attributed to,Franz Wolfgang Rohrich,"German, 1787â€“1834",,"Rohrich, Franz Wolfgang",German,1787,1834,,1807,1834,Oil on canvas,30 1/4 x 22 3/8 in. (76.8 x 56.8 cm),"Gift of Laura Wolcott Lowndes, in memory of her father, Lucius Tuckerman, 1907",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437494,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437936,,,http://images.metmuseum.org/CRDImages/ep/original/DP169627.jpg,overall,TRUE,gs://gcs-public-data--met/437936/0.jpg,05.39.1,FALSE,TRUE,European Paintings,Painting,Ariadne,,,,,,Artist,,George Frederic Watts,"British, London 1817â€“1904 London",,"Watts, George Frederic",British,1817,1904,1894,1894,1894,Oil on canvas,24 x 20 in. (61 x 50.8 cm),"Rogers Fund, 1905",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437936,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
70403,Detail; front,,http://images.metmuseum.org/CRDImages/as/original/DP369025.jpg,Detail,TRUE,gs://gcs-public-data--met/70403/2.jpg,66.122.4,FALSE,TRUE,Asian Art,Piece,,Japan,,,,,,,,,,,,,,19th century,1800,1899,Hemp,33 x 13 in. (83.82 x 33.02 cm),"Seymour Fund, 1966",,,,,,,,,,,,Textiles-Painted and Printed,,http://www.metmuseum.org/art/collection/search/70403,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
436535,Fig. 4. Detail from left foreground showing weave imprint in impasto,,http://images.metmuseum.org/CRDImages/ep/original/LC-EP_1993_132_suppl_CH-001.jpg,Detail,TRUE,gs://gcs-public-data--met/436535/4.jpg,1993.132,TRUE,TRUE,European Paintings,Painting,Wheat Field with Cypresses,,,,,,Artist,,Vincent van Gogh,"Dutch, Zundert 1853â€“1890 Auvers-sur-Oise",,"Gogh, Vincent van",Dutch,1853,1890,1889,1889,1889,Oil on canvas,28 7/8 Ã— 36 3/4 in. (73.2 Ã— 93.4 cm),"Purchase, The Annenberg Foundation Gift, 1993",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436535,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
70402,,,http://images.metmuseum.org/CRDImages/as/original/185507.jpg,,TRUE,gs://gcs-public-data--met/70402/0.jpg,66.122.3,FALSE,TRUE,Asian Art,Piece,,Japan,,,,,,,,,,,,,,19th century,1800,1899,Ramie,44 x 10 1/4 in. (111.76 x 26.04 cm),"Seymour Fund, 1966",,,,,,,,,,,,Textiles-Painted and Printed,,http://www.metmuseum.org/art/collection/search/70402,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
70533,,,http://images.metmuseum.org/CRDImages/as/original/198724.jpg,,TRUE,gs://gcs-public-data--met/70533/0.jpg,1972.106.1,FALSE,TRUE,Asian Art,Panel,,China,Qing dynasty (1644â€“1911),,,,,,,,,,,,,19th century,1800,1899,Indigo; cotton,78 1/2 x 42 1/2 in. (199.39 x 107.95 cm),"Gift of Robert Hatfield Ellsworth, 1972",,,,,,,,,,,,Textiles-Painted and Printed,,http://www.metmuseum.org/art/collection/search/70533,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
38036,,,http://images.metmuseum.org/CRDImages/as/original/DP152313.jpg,,TRUE,gs://gcs-public-data--met/38036/0.jpg,1975.192.27,FALSE,TRUE,Asian Art,Folio,,"India (Punjab Hills, Kangra)",,,,,,,,,,,,,,first quarter of the 19th century,1800,1825,Graphite with color on paper,10 1/4 x 13 7/16 in. (26 x 34.1 cm),"Gift of Richard Ettinghausen, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/38036,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51496,,,http://images.metmuseum.org/CRDImages/as/original/DP153525.jpg,,TRUE,gs://gcs-public-data--met/51496/0.jpg,13.220.99c,FALSE,TRUE,Asian Art,Album leaf,,China,Ming (1368â€“1644)â€“Qing (1644â€“1911) dynasty,,,,Artist,,Unidentified Artist,,,Unidentified Artist,,,,,1368,1911,Album leaf; ink and color on silk,9 5/8 x 7 3/4 in. (24.4 x 19.7 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51496,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
37933,,,http://images.metmuseum.org/CRDImages/as/original/DP156168.jpg,,TRUE,gs://gcs-public-data--met/37933/0.jpg,1975.410.6,FALSE,TRUE,Asian Art,Folio,,"India (Maharashtra, Paithan)",,,,,,,,,,,,,,ca. 1800,1790,1810,Ink and opaque watercolor on paper,11 x 16 1/4 in. (27.9 x 41.3 cm),"Gift of Mr. and Mrs. Ed Wiener, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/37933,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
51616,,,http://images.metmuseum.org/CRDImages/as/original/DP156842.jpg,,TRUE,gs://gcs-public-data--met/51616/0.jpg,43.143.1,FALSE,TRUE,Asian Art,Album leaf,,China,Ming (1368â€“1644) or Qing (1644â€“1911) dynasty,,,,Artist,,Unidentified Artist,,,Unidentified Artist,,,,,1368,1911,Album leaf; ink and color on silk,7 1/2 x 11 1/2 in. (19.1 x 29.2 cm),"Gift of Mr. and Mrs. Harry G. Friedman, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51616,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
74682,,,http://images.metmuseum.org/CRDImages/as/original/DP166095.jpg,,TRUE,gs://gcs-public-data--met/74682/0.jpg,2008.359.28,FALSE,TRUE,Asian Art,Drawing,,"India (Pahari Hills, Guler)",,,,,,,,,,,,,,ca. 1800,1790,1810,Ink on paper,Image (sight): 8 3/4 x 7 1/2 in. (22.2 x 19.1 cm),"Gift of Subhash Kapoor, in memory of his parents, Smt Shashi Kanta and Shree Parshotam Ram Kapoor, 2008",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/74682,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
57207,,,http://images.metmuseum.org/CRDImages/as/original/DP205544.jpg,,TRUE,gs://gcs-public-data--met/57207/0.jpg,36.100.122,FALSE,TRUE,Asian Art,Album leaf,,Japan,Edo period (1615â€“1868),,,,Artist,,Shibata Zeshin,"Japanese, 1807â€“1891",,Shibata Zeshin,Japanese,1807,1891,,1807,1868,Album leaf; lacquer on gold paper,4 3/4 x 3 1/2 in. (12.1 x 8.9 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57207,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
75158,,,http://images.metmuseum.org/CRDImages/as/original/DP205581.jpg,,TRUE,gs://gcs-public-data--met/75158/0.jpg,52.160.6d,FALSE,TRUE,Asian Art,Fan mounted as an album leaf,,Japan,Meiji period (1868â€“1912),,,,Artist,,Shibata Zeshin,"Japanese, 1807â€“1891",,Shibata Zeshin,Japanese,1807,1891,late 19th century,1867,1891,Fan painting mounted as album leaf; tempera on paper,Overall: 13 x 23 5/8 in. (33 x 60 cm) Image: 7 x 20 7/8 in. (17.8 x 53 cm),"Purchase, Gifts, Bequests, and Funds from various donors, by exchange, 1952",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75158,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
57301,,,http://images.metmuseum.org/CRDImages/as/original/38_106_8_115892.jpg,,TRUE,gs://gcs-public-data--met/57301/0.jpg,38.106.8,FALSE,TRUE,Asian Art,Painting,,Japan,Edo period (1615â€“1868),,,,Artist,,Hokusai School,,,Hokusai School,,,,19th century,1800,1868,Unmounted painting; ink on paper,10 7/8 x 14 1/2 in. (27.6 x 36.8 cm),"Fletcher Fund, 1938",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57301,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
55304,,,http://images.metmuseum.org/CRDImages/as/original/36_100_20_108838.jpg,,TRUE,gs://gcs-public-data--met/55304/0.jpg,36.100.20,FALSE,TRUE,Asian Art,Hanging scroll,,Japan,Edo period (1615â€“1868),,,,Artist,Attributed to,Matsumura Goshun,"Japanese, 1752â€“1811",,Matsumura Goshun,Japanese,1752,1811,,1752,1811,Hanging scroll; ink on silk,16 1/8 x 10 3/8 in. (41.0 x 26.4 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/55304,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
438819,,,http://images.metmuseum.org/CRDImages/ep/original/DT862.jpg,Overall,TRUE,gs://gcs-public-data--met/438819/0.jpg,29.100.54,FALSE,TRUE,European Paintings,Painting,Young Man in the Costume of a Majo,,,,,,Artist,,Ã‰douard Manet,"French, Paris 1832â€“1883 Paris",,"Manet, Ã‰douard",French,1832,1883,1863,1863,1863,Oil on canvas,74 x 49 1/8 in. (188 x 124.8 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438819,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
437685,,,http://images.metmuseum.org/CRDImages/ep/original/DT1871.jpg,Overall,TRUE,gs://gcs-public-data--met/437685/0.jpg,64.154.2,FALSE,TRUE,European Paintings,Painting,The Road from Versailles to Louveciennes,,,,,,Artist,,Alfred Sisley,"British, Paris 1839â€“1899 Moret-sur-Loing",,"Sisley, Alfred",British,1839,1899,probably 1879,1859,1899,Oil on canvas,18 x 22 in. (45.7 x 55.9 cm),"Gift of Mr. and Mrs. Richard Rodgers, 1964",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437685,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
436174,,,http://images.metmuseum.org/CRDImages/ep/original/DT1910.jpg,Overall,TRUE,gs://gcs-public-data--met/436174/0.jpg,29.100.46,FALSE,TRUE,European Paintings,Painting,A Woman Ironing,,,,,,Artist,,Edgar Degas,"French, Paris 1834â€“1917 Paris",,"Degas, Edgar",French,1834,1917,1873,1873,1873,Oil on canvas,21 3/8 x 15 1/2 in. (54.3 x 39.4 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436174,2017-02-06 08:00:16 UTC,"Metropolitan Museum of Art, New York, NY"
